ticker,gap_date,entry_date,exit_date,bucket,gap_pct,entry_price,exit_price,exit_reason,contracts_shares,position_dollars,pnl_pct,pnl_dollar,days_held
APH,2024-09-04,2024-09-05,2024-09-06,5-10%,-6.316,29.029,30.924,tp_gap_filled,172.8843,5018.66,6.528,327.62,1
NVDA,2024-09-04,2024-09-05,2024-09-06,2-3%,-2.398,105.5154,107.892,tp_gap_filled,47.701,5033.19,2.252,113.37,1
RMD,2024-09-04,2024-09-05,2024-09-06,2-3%,-2.042,240.1399,244.6551,tp_gap_filled,20.9762,5037.23,1.88,94.71,1
CDNS,2024-09-04,2024-09-05,2024-09-10,2-3%,-2.829,249.279,256.0237,tp_gap_filled,20.1846,5031.61,2.706,136.14,3
SMCI,2024-09-04,2024-09-05,2024-09-11,3-5%,-4.903,42.054,44.1338,tp_gap_filled,119.7292,5035.09,4.946,249.01,4
KLAC,2024-09-05,2024-09-06,2024-09-11,2-3%,-2.594,72.6506,74.4365,tp_gap_filled,69.1017,5020.28,2.458,123.41,3
TER,2024-09-05,2024-09-06,2024-09-11,2-3%,-2.162,124.144,126.6332,tp_gap_filled,40.3921,5014.44,2.005,100.55,3
WDAY,2024-09-09,2024-09-10,2024-09-11,2-3%,-2.313,248.9587,254.3454,tp_gap_filled,20.2307,5036.61,2.164,108.98,1
DG,2024-09-04,2024-09-06,2024-09-12,2-3%,-2.459,81.8117,83.7062,tp_gap_filled,61.2637,5012.09,2.316,116.06,4
AVGO,2024-09-05,2024-09-11,2024-09-12,2-3%,-2.303,150.7206,153.9659,tp_gap_filled,33.5447,5055.87,2.153,108.86,1
COIN,2024-09-11,2024-09-12,2024-09-13,3-5%,-3.092,153.7136,158.3015,tp_gap_filled,33.1048,5088.66,2.985,151.88,1
APTV,2024-09-10,2024-09-12,2024-09-13,2-3%,-2.939,67.1171,69.0109,tp_gap_filled,76.0518,5104.37,2.822,144.03,1
PLTR,2024-09-11,2024-09-12,2024-09-13,2-3%,-2.158,34.044,34.7252,tp_gap_filled,149.9379,5104.49,2.001,102.14,1
COR,2024-09-05,2024-09-09,2024-09-16,2-3%,-2.272,238.1079,243.1566,tp_gap_filled,21.1817,5043.53,2.12,106.94,5
MRK,2024-09-09,2024-09-10,2024-09-16,3-5%,-3.98,113.2632,117.7222,tp_gap_filled,44.4277,5032.02,3.937,198.1,4
GM,2024-09-10,2024-09-12,2024-09-16,2-3%,-2.996,46.026,47.3526,tp_gap_filled,110.8907,5103.85,2.882,147.11,2
GEV,2024-09-12,2024-09-13,2024-09-16,3-5%,-4.375,200.2,208.9408,tp_gap_filled,25.6331,5131.74,4.366,224.05,1
CRWD,2024-09-04,2024-09-13,2024-09-16,2-3%,-2.311,65.1751,66.5834,tp_gap_filled,79.4203,5176.23,2.161,111.84,1
ODFL,2024-09-05,2024-09-06,2024-09-17,3-5%,-4.309,187.3972,195.4444,tp_gap_filled,26.8079,5023.73,4.294,215.73,7
ROL,2024-09-11,2024-09-12,2024-09-17,2-3%,-2.23,50.04,51.0789,tp_gap_filled,101.997,5103.93,2.076,105.96,3
FERG,2024-09-04,2024-09-16,2024-09-17,2-3%,-2.486,197.5173,202.1477,tp_gap_filled,26.1298,5161.1,2.344,120.99,1
COHR,2024-09-16,2024-09-17,2024-09-18,3-5%,-3.001,75.7156,77.902,tp_gap_filled,68.5735,5192.09,2.888,149.93,1
COIN,2024-09-16,2024-09-17,2024-09-18,2-3%,-2.791,158.6585,162.887,tp_gap_filled,32.7726,5199.64,2.665,138.58,1
AAPL,2024-09-16,2024-09-17,2024-09-18,2-3%,-2.679,216.7565,222.2775,tp_gap_filled,24.0171,5205.86,2.547,132.6,1
LRCX,2024-09-16,2024-09-17,2024-09-18,2-3%,-2.372,75.2211,76.895,tp_gap_filled,69.2079,5205.9,2.225,115.85,1
TER,2024-09-16,2024-09-17,2024-09-18,2-3%,-2.202,128.4683,131.0988,tp_gap_filled,40.5601,5210.68,2.048,106.69,1
KLAC,2024-09-16,2024-09-17,2024-09-18,2-3%,-2.196,73.5735,75.0749,tp_gap_filled,70.8571,5213.2,2.041,106.38,1
SMCI,2024-09-16,2024-09-17,2024-09-18,2-3%,-2.187,44.7607,45.6703,tp_gap_filled,116.4988,5214.57,2.032,105.96,1
HPE,2024-09-05,2024-09-06,2024-09-19,5-10%,-8.631,17.1671,18.7512,tp_gap_filled,292.4998,5021.39,9.227,463.34,9
MOS,2024-09-16,2024-09-17,2024-09-19,3-5%,-3.448,25.5055,26.3636,tp_gap_filled,203.5098,5190.62,3.364,174.64,2
MPWR,2024-09-16,2024-09-17,2024-09-19,2-3%,-2.018,896.5457,913.1859,tp_gap_filled,5.8109,5209.78,1.856,96.7,2
