n,min_%,p10_%,p25_%,median_%,p75_%,max_%,pct_under_0.10%,pct_under_0.20%,pct_under_0.50%
508,0.0,0.3324,0.9071,2.304,4.4819,30.646,2.8,7.7,15.2
