ticker,bucket,target_dte,width_frac,gap_pct,entry_date,exit_date,exit_reason,expiration,actual_dte,long_strike,short_strike,width_dollars,entry_cost,exit_value,pnl,roc_pct,pnl_pct_of_notional,max_value_reached,bs_fallback_any,itm_short_any,expiry_forced_exit,oi_known_both_legs,zero_volume_either_leg,width_floored,long_volume,short_volume,long_oi,short_oi,long_spread_pct,short_spread_pct
ABBV,10%+,14,0.75,-10.491,2024-11-22,2025-02-20,tp_gap_filled,2024-12-06,14.0,177.5,192.5,15.0,2.6300000000000003,0.0,-2.6300000000000003,-100.00000000000001,-1.4713401951120177,5.98,False,False,True,True,False,False,104.0,18.0,42.0,0.0,15.26104417670684,123.07692307692307
ABBV,10%+,21,0.5,-10.491,2024-11-22,2025-02-20,tp_gap_filled,2024-12-13,21.0,175.0,185.0,10.0,4.12,0.0,-4.12,-100.0,-2.3049131573617916,6.925000000000001,False,False,True,True,False,False,112.0,102.0,158.0,409.0,9.523809523809529,33.165829145728644
ABBV,10%+,21,0.75,-10.491,2024-11-22,2025-02-20,tp_gap_filled,2024-12-13,21.0,175.0,195.0,20.0,4.83,0.0,-4.83,-100.0,-2.702119065547926,8.83,False,False,True,True,False,False,112.0,23.0,158.0,27.0,9.523809523809529,70.27027027027027
ABBV,10%+,21,1.0,-10.491,2024-11-22,2025-02-20,tp_gap_filled,2024-12-13,21.0,175.0,200.0,25.0,4.94,0.0,-4.94,-100.0,-2.7636580090697214,8.91,False,False,True,True,False,False,112.0,53.0,158.0,19.0,9.523809523809529,163.63636363636365
ABBV,10%+,30,0.5,-10.491,2024-11-22,2025-02-20,tp_gap_filled,2024-12-20,28.0,177.5,187.5,10.0,3.4,0.0,-3.4,-100.0,-1.9021127997645855,6.09,False,False,True,True,False,False,62.0,42.0,124.0,37.0,5.0632911392405,38.50931677018633
ABBV,10%+,30,0.75,-10.491,2024-11-22,2025-02-20,tp_gap_filled,2024-12-20,28.0,177.5,192.5,15.0,3.88,0.0,-3.88,-100.0,-2.170646371496056,7.255,False,False,True,True,False,False,62.0,64.0,124.0,0.0,5.0632911392405,82.75862068965516
ABBV,10%+,30,1.0,-10.491,2024-11-22,2025-02-20,tp_gap_filled,2024-12-20,28.0,177.5,200.0,22.5,3.9499999999999997,0.0,-3.9499999999999997,-100.0,-2.2098075173735623,7.75,False,False,True,True,False,False,62.0,63.0,124.0,2001.0,5.0632911392405,66.66666666666666
ABBV,10%+,45,0.5,-10.491,2024-11-22,2025-02-20,tp_gap_filled,2025-01-03,42.0,175.0,185.0,10.0,4.77,6.219999999999999,1.4499999999999993,30.39832285115303,0.8111951646054846,6.425000000000001,False,False,True,True,False,False,13.0,19.0,1.0,25.0,9.302325581395344,20.814479638009047
ABBV,10%+,45,1.0,-10.491,2024-11-22,2025-02-20,tp_gap_filled,2025-01-03,42.0,175.0,200.0,25.0,6.55,6.219999999999999,-0.33000000000000096,-5.038167938931313,-0.18461683056538677,9.805000000000001,False,False,True,True,False,False,13.0,18.0,1.0,0.0,9.302325581395344,84.05797101449275
ABBV,5-10%,7,0.5,-7.037,2026-02-05,2026-02-06,tp_gap_filled,2026-02-13,8.0,220.0,227.5,7.5,3.1799999999999997,3.87,0.6900000000000004,21.698113207547184,0.32858738853030023,3.87,False,False,False,True,False,False,158.0,51.0,166.0,56.0,27.06065318818041,78.70967741935485
ABBV,5-10%,7,0.75,-7.037,2026-02-05,2026-02-06,tp_gap_filled,2026-02-13,8.0,220.0,232.5,12.5,3.65,4.93,1.2799999999999998,35.06849315068493,0.6095534164040348,4.93,False,False,False,True,False,False,158.0,27.0,166.0,67.0,27.06065318818041,200.0
ABBV,5-10%,7,1.0,-7.037,2026-02-05,2026-02-06,tp_gap_filled,2026-02-13,8.0,220.0,235.0,15.0,3.65,5.235,1.5850000000000004,43.424657534246585,0.754798566406559,5.235,False,False,False,True,False,False,158.0,137.0,166.0,139.0,27.06065318818041,200.0
ABBV,5-10%,7,1.25,-7.037,2026-02-05,2026-02-06,tp_gap_filled,2026-02-13,8.0,220.0,240.0,20.0,3.62,5.3950000000000005,1.7750000000000004,49.03314917127072,0.8452791516540329,5.3950000000000005,False,False,False,True,False,False,158.0,25.0,166.0,120.0,27.06065318818041,107.69230769230771
ABBV,5-10%,14,0.5,-7.037,2026-02-05,2026-02-06,tp_gap_filled,2026-02-20,15.0,220.0,227.5,7.5,3.6100000000000003,3.9099999999999993,0.29999999999999893,8.310249307479195,0.14286408196969516,3.9099999999999993,False,False,False,True,False,False,269.0,11.0,2189.0,125.0,26.589595375722553,43.16109422492401
ABBV,5-10%,14,0.75,-7.037,2026-02-05,2026-02-06,tp_gap_filled,2026-02-20,15.0,220.0,232.5,12.5,4.46,5.239999999999999,0.7799999999999994,17.488789237668147,0.3714466131212084,5.239999999999999,False,False,False,True,False,False,269.0,7.0,2189.0,229.0,26.589595375722553,87.89808917197452
ABBV,5-10%,14,1.0,-7.037,2026-02-05,2026-02-06,tp_gap_filled,2026-02-20,15.0,220.0,235.0,15.0,4.7,5.824999999999999,1.1249999999999991,23.936170212765937,0.5357403073863582,5.824999999999999,False,False,False,True,False,False,269.0,24.0,2189.0,420.0,26.589595375722553,131.0344827586207
ABBV,5-10%,14,1.25,-7.037,2026-02-05,2026-02-06,tp_gap_filled,2026-02-20,15.0,220.0,240.0,20.0,4.7,6.219999999999999,1.5199999999999987,32.34042553191486,0.7238446819797908,6.219999999999999,False,False,False,True,False,False,269.0,69.0,2189.0,4485.0,26.589595375722553,85.71428571428572
ABBV,5-10%,21,0.5,-7.037,2026-02-05,2026-02-06,tp_gap_filled,2026-02-27,22.0,220.0,225.0,5.0,2.9899999999999998,2.825000000000001,-0.1649999999999987,-5.518394648829389,-0.078575245083332,2.825000000000001,False,False,False,True,False,False,16.0,4.0,47.0,242.0,14.814814814814811,26.00619195046439
ABBV,5-10%,21,0.75,-7.037,2026-02-05,2026-02-06,tp_gap_filled,2026-02-27,22.0,220.0,230.0,10.0,4.38,4.710000000000001,0.33000000000000096,7.534246575342489,0.15715049016666569,4.710000000000001,False,False,False,True,False,False,16.0,34.0,47.0,166.0,14.814814814814811,36.31123919308357
ABBV,5-10%,21,1.0,-7.037,2026-02-05,2026-02-06,tp_gap_filled,2026-02-27,22.0,220.0,235.0,15.0,5.2,6.080000000000001,0.8800000000000008,16.923076923076938,0.4190679737777743,6.080000000000001,False,False,False,True,False,False,16.0,46.0,47.0,112.0,14.814814814814811,55.42168674698795
ABBV,5-10%,21,1.25,-7.037,2026-02-05,2026-02-06,tp_gap_filled,2026-02-27,22.0,220.0,240.0,20.0,5.66,6.7700000000000005,1.1100000000000003,19.611307420494704,0.5285971032878741,6.7700000000000005,False,False,False,True,False,False,16.0,23.0,47.0,195.0,14.814814814814811,152.94117647058826
ABBV,5-10%,30,0.5,-7.037,2026-02-05,2026-02-06,tp_gap_filled,2026-03-06,29.0,220.0,225.0,5.0,3.5999999999999996,2.6500000000000004,-0.9499999999999993,-26.38888888888887,-0.4524029262373693,2.6500000000000004,False,False,False,True,False,False,6.0,15.0,41.0,45.0,32.786885245901644,21.656050955414006
ABBV,5-10%,45,0.5,-7.037,2026-02-05,2026-02-06,tp_gap_filled,2026-03-20,43.0,220.0,230.0,10.0,4.8999999999999995,5.075,0.1750000000000007,3.5714285714285863,0.08333738114898948,5.075,False,False,False,True,False,False,68.0,178.0,2132.0,2263.0,11.249999999999993,15.584415584415598
ABBV,5-10%,45,0.75,-7.037,2026-02-05,2026-02-06,tp_gap_filled,2026-03-20,43.0,220.0,230.0,10.0,4.8999999999999995,5.075,0.1750000000000007,3.5714285714285863,0.08333738114898948,5.075,False,False,False,True,False,False,68.0,178.0,2132.0,2263.0,11.249999999999993,15.584415584415598
ABBV,5-10%,45,1.0,-7.037,2026-02-05,2026-02-06,tp_gap_filled,2026-03-20,43.0,220.0,240.0,20.0,7.249999999999999,8.025,0.7750000000000012,10.689655172413811,0.3690655450883811,8.025,False,False,False,True,False,False,68.0,146.0,2132.0,5364.0,11.249999999999993,40.53156146179403
ABBV,5-10%,45,1.25,-7.037,2026-02-05,2026-02-06,tp_gap_filled,2026-03-20,43.0,220.0,240.0,20.0,7.249999999999999,8.025,0.7750000000000012,10.689655172413811,0.3690655450883811,8.025,False,False,False,True,False,False,68.0,146.0,2132.0,5364.0,11.249999999999993,40.53156146179403
ABNB,2-3%,7,0.5,-2.823,2026-08-12,2026-08-13,tp_gap_filled,2026-08-21,9.0,180.0,182.5,2.5,1.6600000000000001,1.3499999999999996,-0.3100000000000005,-18.674698795180753,-0.17254382474000177,1.3499999999999996,False,True,False,False,False,False,57.0,130.0,,,14.96598639455783,20.743639921722107
